Maison	Offres actives	Secteur	Groupe	Site officiel	URL source	Statut	Note
MODELOR COUTURE	8	FASHION		modelor.fr	https://modelor.fr/	IDENTIFIÉ	Domaine officiel de la marque / société.
WSS	8	RETAIL		shopwss.com	https://shopwss.com/	IDENTIFIÉ	Domaine officiel de la marque / société.
MECCA	8	RETAIL		mecca.com	https://mecca.com/	IDENTIFIÉ	Domaine officiel de la marque / société.
MANGO LUXEMBOURG S.à.r.l.	8	FASHION		mango.com	https://mango.com/	RATTACHÉ	Entité juridique / pays rattachée à Mango.
NIKE Retail Poland	7	RETAIL		nike.com	https://nike.com/	RATTACHÉ	Entité juridique / pays rattachée à Nike.
Movado Retail Group, Inc.	5	RETAIL		movadogroup.com	https://movadogroup.com/	RATTACHÉ	Entité juridique / pays rattachée à Movado Group.
LFP EMPLOI MODE	6	FASHION				À VÉRIFIER	Nom trop ambigu ou insuffisamment distinctif pour attribuer un domaine sans risque d’erreur.
Coach Shanghai Limited 2	8	RETAIL		coach.com	https://coach.com/	RATTACHÉ	Entité juridique / pays rattachée à Coach.
TALA	8	RETAIL		wearetala.com	https://wearetala.com/	IDENTIFIÉ	Domaine officiel de la marque / société.
NIKE India Private	8	RETAIL		nike.com	https://nike.com/	RATTACHÉ	Entité juridique / pays rattachée à Nike.
Minimalist	8	RETAIL		beminimalist.co	https://beminimalist.co/	IDENTIFIÉ	Domaine officiel de la marque / société.
Coach Singapore Pte.	7	RETAIL		coach.com	https://coach.com/	RATTACHÉ	Entité juridique / pays rattachée à Coach.
Swarovski Korea	7	JEWELRY_WATCHES		swarovski.com	https://swarovski.com/	RATTACHÉ	Entité juridique / pays rattachée à Swarovski.
Madewell Stores Madewell, Inc.	5	RETAIL		madewell.com	https://madewell.com/	IDENTIFIÉ	Domaine officiel de la marque / société.
MANGO GARMENTS HELLAS E.P.E.	7	FASHION		mango.com	https://mango.com/	RATTACHÉ	Entité juridique / pays rattachée à Mango.
Profuomo	7	RETAIL		profuomo.com	https://profuomo.com/	IDENTIFIÉ	Domaine officiel de la marque / société.
Coach Stores Austria	7	RETAIL		coach.com	https://coach.com/	RATTACHÉ	Entité juridique / pays rattachée à Coach.
Coach Stores Puerto Rico	7	RETAIL		coach.com	https://coach.com/	RATTACHÉ	Entité juridique / pays rattachée à Coach.
PT Nike Indonesia	7	RETAIL		nike.com	https://nike.com/	RATTACHÉ	Entité juridique / pays rattachée à Nike.
Hades	7	RETAIL				À VÉRIFIER	Nom trop ambigu ou insuffisamment distinctif pour attribuer un domaine sans risque d’erreur.
CONDE NAST (INDIA) PVT LTD - 30361	7	RETAIL		condenast.com	https://condenast.com/	RATTACHÉ	Entité juridique / pays rattachée à Condé Nast.
Mellow Yellow	7	FASHION	Groupe Eram	mellowyellow.com	https://mellowyellow.com/	IDENTIFIÉ	Domaine officiel de la marque / société.
NRBV Turkey	4	RETAIL		newbalance.com	https://newbalance.com/	RATTACHÉ	Entité juridique / pays rattachée à New Balance.
Novara	7	RETAIL				À VÉRIFIER	Nom trop ambigu ou insuffisamment distinctif pour attribuer un domaine sans risque d’erreur.
Thélios	7	FASHION	LVMH	thelios.com	https://thelios.com/	IDENTIFIÉ	Domaine officiel de la marque / société.
Stella McCartney (Japan)	7	RETAIL		stellamccartney.com	https://stellamccartney.com/	IDENTIFIÉ	Domaine officiel de la marque / société.
Broporma Retail SLU	7	RETAIL		newbalance.com	https://newbalance.com/	RATTACHÉ	Entité juridique / pays rattachée à New Balance.
Aime	7	BEAUTY		aime.co	https://aime.co/	IDENTIFIÉ	Domaine officiel de la marque / société.
L'ATELIER D'AMAYA	1	FASHION		atelier-amaya.com	https://atelier-amaya.com/	IDENTIFIÉ	Domaine officiel de la marque / société.
Swarovski Bohemia spol.s.r.o.	7	JEWELRY_WATCHES		swarovski.com	https://swarovski.com/	RATTACHÉ	Entité juridique / pays rattachée à Swarovski.
Converse Sporting Goods	5	RETAIL		converse.com	https://converse.com/	RATTACHÉ	Entité juridique / pays rattachée à Converse.
BIOLOGIQUE RECHERCHE	6	BEAUTY		biologique-recherche.com	https://biologique-recherche.com/	IDENTIFIÉ	Domaine officiel de la marque / société.
PM Studio Paris	6	RETAIL				À VÉRIFIER	Nom trop ambigu ou insuffisamment distinctif pour attribuer un domaine sans risque d’erreur.
MANUCURIST	6	RETAIL		manucurist.com	https://manucurist.com/	IDENTIFIÉ	Domaine officiel de la marque / société.
LITTLE CIGOGNE	6	RETAIL		little-cigogne.com	https://little-cigogne.com/	IDENTIFIÉ	Domaine officiel de la marque / société.
Panier Des Sens	6	RETAIL		panierdessens.com	https://panierdessens.com/	IDENTIFIÉ	Domaine officiel de la marque / société.
CONFIDENTIEL	5	FASHION				À VÉRIFIER	Nom trop ambigu ou insuffisamment distinctif pour attribuer un domaine sans risque d’erreur.
BRUNELLO CUCINELLI (ENGLAND)	6	RETAIL		brunellocucinelli.com	https://brunellocucinelli.com/	RATTACHÉ	Entité juridique / pays rattachée à Brunello Cucinelli.
MANPOWER COUTURE MODE ET LUXE	5	FASHION		manpower.fr	https://manpower.fr/	RATTACHÉ	Entité juridique / pays rattachée à Manpower.
Nike (Thailand)	6	RETAIL		nike.com	https://nike.com/	RATTACHÉ	Entité juridique / pays rattachée à Nike.
NIKE U	6	RETAIL		nike.com	https://nike.com/	RATTACHÉ	Entité juridique / pays rattachée à Nike.
Movado Group Private	6	RETAIL		movadogroup.com	https://movadogroup.com/	RATTACHÉ	Entité juridique / pays rattachée à Movado Group.
Pied de Biche	6	RETAIL		pieddebiche-paris.com	https://pieddebiche-paris.com/	IDENTIFIÉ	Domaine officiel de la marque / société.
ASHOKA	6	RETAIL		ashokaparis.com	https://ashokaparis.com/	IDENTIFIÉ	Domaine officiel de la marque / société.
Swarovski Kristal Ticaret Ltd Sti.	6	JEWELRY_WATCHES		swarovski.com	https://swarovski.com/	RATTACHÉ	Entité juridique / pays rattachée à Swarovski.
Michael Kors (Switzerland)	6	RETAIL		michaelkors.com	https://michaelkors.com/	RATTACHÉ	Entité juridique / pays rattachée à Michael Kors.
RIM PARFUM	6	BEAUTY				À VÉRIFIER	Nom trop ambigu ou insuffisamment distinctif pour attribuer un domaine sans risque d’erreur.
NIKE Vietnam Limited Liability Company	6	RETAIL		nike.com	https://nike.com/	RATTACHÉ	Entité juridique / pays rattachée à Nike.
Tapestry, Inc.	6	RETAIL		tapestry.com	https://tapestry.com/	RATTACHÉ	Entité juridique / pays rattachée à Tapestry.
Swarovski Internat. N. Z.	5	JEWELRY_WATCHES		swarovski.com	https://swarovski.com/	RATTACHÉ	Entité juridique / pays rattachée à Swarovski.
NIKE Retail Austria	5	RETAIL		nike.com	https://nike.com/	RATTACHÉ	Entité juridique / pays rattachée à Nike.
NIKE Retail Ireland	5	RETAIL		nike.com	https://nike.com/	RATTACHÉ	Entité juridique / pays rattachée à Nike.
MGI Luxury Group Sàrl	5	FASHION		movadogroup.com	https://movadogroup.com/	RATTACHÉ	Entité juridique / pays rattachée à Movado Group.
Swarovski Ibérica	5	JEWELRY_WATCHES		swarovski.com	https://swarovski.com/	RATTACHÉ	Entité juridique / pays rattachée à Swarovski.
Donzé-Baume	5	RETAIL		swatchgroup.com	https://swatchgroup.com/	RATTACHÉ	Société du Swatch Group — rattachée au domaine du groupe.
Swarovski Manufacturing (Thailand)	5	JEWELRY_WATCHES		swarovski.com	https://swarovski.com/	RATTACHÉ	Entité juridique / pays rattachée à Swarovski.
CONDE NAST (INDIA) PVT LTD - 30360	5	RETAIL		condenast.com	https://condenast.com/	RATTACHÉ	Entité juridique / pays rattachée à Condé Nast.
SEP	5	RETAIL				À VÉRIFIER	Nom trop ambigu ou insuffisamment distinctif pour attribuer un domaine sans risque d’erreur.
YES	5	RETAIL				À VÉRIFIER	Nom trop ambigu ou insuffisamment distinctif pour attribuer un domaine sans risque d’erreur.
SHOWROOM GROUP	5	FASHION				À VÉRIFIER	Nom trop ambigu ou insuffisamment distinctif pour attribuer un domaine sans risque d’erreur.
Ghost	4	RETAIL				À VÉRIFIER	Nom trop ambigu ou insuffisamment distinctif pour attribuer un domaine sans risque d’erreur.
Baron	5	RETAIL				À VÉRIFIER	Nom trop ambigu ou insuffisamment distinctif pour attribuer un domaine sans risque d’erreur.
Cleo	5	RETAIL				À VÉRIFIER	Nom trop ambigu ou insuffisamment distinctif pour attribuer un domaine sans risque d’erreur.
Rado	5	RETAIL		rado.com	https://rado.com/	IDENTIFIÉ	Domaine officiel de la marque / société.
Sarenza	5	RETAIL	Groupe Beaumanoir	sarenza.com	https://sarenza.com/	IDENTIFIÉ	Domaine officiel de la marque / société.
UNIQLO EUROPE LIMITED ITALIAN BRANCH	5	FASHION		uniqlo.com	https://uniqlo.com/	RATTACHÉ	Entité juridique / pays rattachée à Uniqlo.
ROTATE	5	RETAIL		rotatebirgerchristensen.com	https://rotatebirgerchristensen.com/	IDENTIFIÉ	Domaine officiel de la marque / société.
Orlando Bathing Suit, LLC	1	RETAIL		orlandobathingsuit.com	https://orlandobathingsuit.com/	IDENTIFIÉ	Domaine officiel de la marque / société.
Versace España S.A.U.	5	RETAIL		versace.com	https://versace.com/	RATTACHÉ	Entité juridique / pays rattachée à Versace.
Hindb	5	RETAIL		hindbag.fr	https://hindbag.fr/	IDENTIFIÉ	Domaine officiel de la marque / société.
DJULA	5	FASHION		djula.fr	https://djula.fr/	IDENTIFIÉ	Domaine officiel de la marque / société.
KSI RETAIL	2	RETAIL		ks-groupe.com	https://ks-groupe.com/	IDENTIFIÉ	Domaine officiel de la marque / société.
MANGO GARMENTS ROM.	5	FASHION		mango.com	https://mango.com/	RATTACHÉ	Entité juridique / pays rattachée à Mango.
Glenmorangie	5	LUXURY		glenmorangie.com	https://glenmorangie.com/	IDENTIFIÉ	Domaine officiel de la marque / société.
Odaje (ex M. Moustache)	5	RETAIL		odaje.com	https://odaje.com/	IDENTIFIÉ	Domaine officiel de la marque / société.
PICARD	4	RETAIL				À VÉRIFIER	Nom trop ambigu ou insuffisamment distinctif pour attribuer un domaine sans risque d’erreur.
Choose	5	RETAIL				À VÉRIFIER	Nom trop ambigu ou insuffisamment distinctif pour attribuer un domaine sans risque d’erreur.
Nimble	5	RETAIL		nimbleactivewear.com	https://nimbleactivewear.com/	IDENTIFIÉ	Domaine officiel de la marque / société.
Bettina	5	RETAIL		bettinaofficial.com	https://bettinaofficial.com/	IDENTIFIÉ	Domaine officiel de la marque / société.
MNG-MANGO U.K. LIMITED	5	FASHION		mango.com	https://mango.com/	RATTACHÉ	Entité juridique / pays rattachée à Mango.
NIKE ELC	5	RETAIL		nike.com	https://nike.com/	RATTACHÉ	Entité juridique / pays rattachée à Nike.
Michael Kors (Europe)	5	RETAIL		michaelkors.com	https://michaelkors.com/	RATTACHÉ	Entité juridique / pays rattachée à Michael Kors.
Edizioni Condé Nast	5	RETAIL		condenast.com	https://condenast.com/	RATTACHÉ	Entité juridique / pays rattachée à Condé Nast.
The Estée Lauder Companies	4	BEAUTY		elcompanies.com	https://elcompanies.com/	RATTACHÉ	Entité juridique / pays rattachée à The Estée Lauder Companies.
Veuve Clicquot Ponsardin	4	LUXURY		veuveclicquot.com	https://veuveclicquot.com/	IDENTIFIÉ	Domaine officiel de la marque / société.
In Haircare	4	RETAIL				À VÉRIFIER	Nom trop ambigu ou insuffisamment distinctif pour attribuer un domaine sans risque d’erreur.
SAMAYA	1	FASHION				À VÉRIFIER	Nom trop ambigu ou insuffisamment distinctif pour attribuer un domaine sans risque d’erreur.
FASHION EXPERT	1	FASHION				À VÉRIFIER	Nom trop ambigu ou insuffisamment distinctif pour attribuer un domaine sans risque d’erreur.
Collector Square	4	RETAIL		collectorsquare.com	https://collectorsquare.com/	IDENTIFIÉ	Domaine officiel de la marque / société.
360 TALENT LONDON	2	FASHION		360talentlondon.com	https://360talentlondon.com/	IDENTIFIÉ	Domaine officiel de la marque / société.
Franchoo	4	RETAIL				À VÉRIFIER	Nom trop ambigu ou insuffisamment distinctif pour attribuer un domaine sans risque d’erreur.
MANGO (CZ) s.r.o.	4	FASHION		mango.com	https://mango.com/	RATTACHÉ	Entité juridique / pays rattachée à Mango.
Jewells	4	JEWELRY_WATCHES				À VÉRIFIER	Nom trop ambigu ou insuffisamment distinctif pour attribuer un domaine sans risque d’erreur.
SUNGLASS HUT FRANCE	2	FASHION		sunglasshut.com	https://sunglasshut.com/	IDENTIFIÉ	Domaine officiel de la marque / société.
Agency	4	RETAIL				À VÉRIFIER	Nom trop ambigu ou insuffisamment distinctif pour attribuer un domaine sans risque d’erreur.
Public	4	RETAIL				À VÉRIFIER	Nom trop ambigu ou insuffisamment distinctif pour attribuer un domaine sans risque d’erreur.
Blueland	3	RETAIL		blueland.com	https://blueland.com/	IDENTIFIÉ	Domaine officiel de la marque / société.
Guild+Pepper	4	RETAIL				À VÉRIFIER	Nom trop ambigu ou insuffisamment distinctif pour attribuer un domaine sans risque d’erreur.
Gridline	4	RETAIL				À VÉRIFIER	Nom trop ambigu ou insuffisamment distinctif pour attribuer un domaine sans risque d’erreur.
Meco	4	RETAIL				À VÉRIFIER	Nom trop ambigu ou insuffisamment distinctif pour attribuer un domaine sans risque d’erreur.
Swarovski Poland Sp. z o.o.	4	JEWELRY_WATCHES		swarovski.com	https://swarovski.com/	RATTACHÉ	Entité juridique / pays rattachée à Swarovski.
Universo	4	RETAIL				À VÉRIFIER	Nom trop ambigu ou insuffisamment distinctif pour attribuer un domaine sans risque d’erreur.
AGATHA	2	JEWELRY_WATCHES	THOM Group	agatha.fr	https://agatha.fr/	IDENTIFIÉ	Domaine officiel de la marque / société.
Subset	4	RETAIL				À VÉRIFIER	Nom trop ambigu ou insuffisamment distinctif pour attribuer un domaine sans risque d’erreur.
Versace UK PLC.	4	RETAIL		versace.com	https://versace.com/	RATTACHÉ	Entité juridique / pays rattachée à Versace.
Michael Kors (Austria)	4	RETAIL		michaelkors.com	https://michaelkors.com/	RATTACHÉ	Entité juridique / pays rattachée à Michael Kors.
Swarovski Hungary Retail Limited Liability Company	4	JEWELRY_WATCHES		swarovski.com	https://swarovski.com/	RATTACHÉ	Entité juridique / pays rattachée à Swarovski.
Swarovski Hellas	4	JEWELRY_WATCHES		swarovski.com	https://swarovski.com/	RATTACHÉ	Entité juridique / pays rattachée à Swarovski.
D. Swarovski Tourism	4	JEWELRY_WATCHES		swarovski.com	https://swarovski.com/	RATTACHÉ	Entité juridique / pays rattachée à Swarovski.
MANGO MERITXELL, S.L.U	4	FASHION		mango.com	https://mango.com/	RATTACHÉ	Entité juridique / pays rattachée à Mango.
Darphin Paris	4	RETAIL		darphin.com	https://darphin.com/	IDENTIFIÉ	Domaine officiel de la marque / société.
CHILDREN WORLDWIDE FASHION C.W.F	3	FASHION		cwf.fr	https://cwf.fr/	IDENTIFIÉ	Domaine officiel de la marque / société.
HBC INDIA PVT	4	RETAIL		hbc.com	https://hbc.com/	RATTACHÉ	Entité historique Hudson's Bay Company India; domaine HBC conservé comme rattachement historique.
UNIQLO EUROPE LIMITED BELGIAN BRANCH	4	FASHION		uniqlo.com	https://uniqlo.com/	RATTACHÉ	Entité juridique / pays rattachée à Uniqlo.
Nike Japan Group	4	RETAIL		nike.com	https://nike.com/	RATTACHÉ	Entité juridique / pays rattachée à Nike.
MANGO SVERIGE	4	FASHION		mango.com	https://mango.com/	RATTACHÉ	Entité juridique / pays rattachée à Mango.
Coach Stores Ireland	4	RETAIL		coach.com	https://coach.com/	RATTACHÉ	Entité juridique / pays rattachée à Coach.
Coach Hong Kong Limited - Macau Branch	4	RETAIL		coach.com	https://coach.com/	RATTACHÉ	Entité juridique / pays rattachée à Coach.
LUNETTES POUR TOUS	4	RETAIL		lunettespourtous.com	https://lunettespourtous.com/	IDENTIFIÉ	Domaine officiel de la marque / société.
La Bonne Brosse	4	RETAIL		labonnebrosse.com	https://labonnebrosse.com/	IDENTIFIÉ	Domaine officiel de la marque / société.
Prose	4	RETAIL		prose.com	https://prose.com/	IDENTIFIÉ	Domaine officiel de la marque / société.
Surprise-paris	4	RETAIL		surprise-paris.com	https://surprise-paris.com/	IDENTIFIÉ	Domaine officiel de la marque / société.
Moët Hennessy Champagne	3	LUXURY		moethennessy.com	https://moethennessy.com/	RATTACHÉ	Entité juridique / pays rattachée à Moët Hennessy.
SAFE HARBOR	3	RETAIL				À VÉRIFIER	Nom trop ambigu ou insuffisamment distinctif pour attribuer un domaine sans risque d’erreur.
Michael Kors Retail  Inc	3	RETAIL		michaelkors.com	https://michaelkors.com/	RATTACHÉ	Entité juridique / pays rattachée à Michael Kors.
AURÉLIE BIDERMANN	3	FASHION		aureliebidermann.com	https://aureliebidermann.com/	IDENTIFIÉ	Domaine officiel de la marque / société.
UNIQLO EUROPE LIMITED DENMARK BRANCH	3	FASHION		uniqlo.com	https://uniqlo.com/	RATTACHÉ	Entité juridique / pays rattachée à Uniqlo.
NIKE Sourcing India Private	3	RETAIL		nike.com	https://nike.com/	RATTACHÉ	Entité juridique / pays rattachée à Nike.
Estée Lauder - Brand	3	BEAUTY		esteelauder.com	https://esteelauder.com/	RATTACHÉ	Entité juridique / pays rattachée à Estée Lauder.
SAM BRUNELLO CUCINELLI MONACO	3	RETAIL		brunellocucinelli.com	https://brunellocucinelli.com/	RATTACHÉ	Entité juridique / pays rattachée à Brunello Cucinelli.
Michael Kors (Netherlands)	3	RETAIL		michaelkors.com	https://michaelkors.com/	RATTACHÉ	Entité juridique / pays rattachée à Michael Kors.
IRO	1	FASHION		iroparis.com	https://iroparis.com/	IDENTIFIÉ	Domaine officiel de la marque / société.
Kilo Shop	3	RETAIL		kilo-shop.com	https://kilo-shop.com/	IDENTIFIÉ	Domaine officiel de la marque / société.
Antipodes Médical	3	RETAIL		antipodes-medical.com	https://antipodes-medical.com/	IDENTIFIÉ	Domaine officiel de la marque / société.
ATELIER 15	3	RETAIL				À VÉRIFIER	Nom trop ambigu ou insuffisamment distinctif pour attribuer un domaine sans risque d’erreur.
Michael Kors (Portugal)	3	RETAIL		michaelkors.com	https://michaelkors.com/	RATTACHÉ	Entité juridique / pays rattachée à Michael Kors.
Rubattel et Weyermann	3	RETAIL		swatchgroup.com	https://swatchgroup.com/	RATTACHÉ	Société du Swatch Group — rattachée au domaine du groupe.
NIKE New Zealand Company	3	RETAIL		nike.com	https://nike.com/	RATTACHÉ	Entité juridique / pays rattachée à Nike.
MINOÏ	3	FASHION				À VÉRIFIER	Nom trop ambigu ou insuffisamment distinctif pour attribuer un domaine sans risque d’erreur.
Swarovski Austria	3	JEWELRY_WATCHES		swarovski.com	https://swarovski.com/	RATTACHÉ	Entité juridique / pays rattachée à Swarovski.
Swarovski Thailand	3	JEWELRY_WATCHES		swarovski.com	https://swarovski.com/	RATTACHÉ	Entité juridique / pays rattachée à Swarovski.
IZIPIZI	3	RETAIL		izipizi.com	https://izipizi.com/	IDENTIFIÉ	Domaine officiel de la marque / société.
MODELOR SERVICE	3	FASHION		modelor.fr	https://modelor.fr/	IDENTIFIÉ	Domaine officiel de la marque / société.
Moët Hennessy Wine Estates	3	LUXURY		moethennessy.com	https://moethennessy.com/	RATTACHÉ	Entité juridique / pays rattachée à Moët Hennessy.
VALERIAN HUGHES PARIS	3	FASHION		valerianhughes.com	https://valerianhughes.com/	IDENTIFIÉ	Domaine officiel de la marque / société.
Les Secrets De Loly	3	RETAIL		secretsdeloly.com	https://secretsdeloly.com/	IDENTIFIÉ	Domaine officiel de la marque / société.
Nike 360 (Korea)	3	RETAIL		nike.com	https://nike.com/	RATTACHÉ	Entité juridique / pays rattachée à Nike.
Mango Korea	3	FASHION		mango.com	https://mango.com/	RATTACHÉ	Entité juridique / pays rattachée à Mango.
NACH	3	FASHION		nachbijoux.com	https://nachbijoux.com/	IDENTIFIÉ	Domaine officiel de la marque / société.
Embryolisse	3	BEAUTY		embryolisse.com	https://embryolisse.com/	IDENTIFIÉ	Domaine officiel de la marque / société.
Seer	3	RETAIL				À VÉRIFIER	Nom trop ambigu ou insuffisamment distinctif pour attribuer un domaine sans risque d’erreur.
Kate McLeod	3	RETAIL		katemcleod.com	https://katemcleod.com/	IDENTIFIÉ	Domaine officiel de la marque / société.
Spinelli Kilcollin	3	RETAIL		spinellikilcollin.com	https://spinellikilcollin.com/	IDENTIFIÉ	Domaine officiel de la marque / société.
Swarovski Iberica SA PT	3	JEWELRY_WATCHES		swarovski.com	https://swarovski.com/	RATTACHÉ	Entité juridique / pays rattachée à Swarovski.
Jimmy Choo Tokyo	3	RETAIL		jimmychoo.com	https://jimmychoo.com/	RATTACHÉ	Entité juridique / pays rattachée à Jimmy Choo.
Nike Retail BV Branch	3	RETAIL		nike.com	https://nike.com/	RATTACHÉ	Entité juridique / pays rattachée à Nike.
Markham	3	RETAIL				À VÉRIFIER	Nom trop ambigu ou insuffisamment distinctif pour attribuer un domaine sans risque d’erreur.
MANGO SL D.O.O.	3	FASHION		mango.com	https://mango.com/	RATTACHÉ	Entité juridique / pays rattachée à Mango.
BRUNELLO CUCINELLI MIDDLE EAST L.L.C	3	RETAIL		brunellocucinelli.com	https://brunellocucinelli.com/	RATTACHÉ	Entité juridique / pays rattachée à Brunello Cucinelli.
NIKE USA	1	RETAIL		nike.com	https://nike.com/	RATTACHÉ	Entité juridique / pays rattachée à Nike.
Michael Kors Stores California Inc	3	RETAIL		michaelkors.com	https://michaelkors.com/	RATTACHÉ	Entité juridique / pays rattachée à Michael Kors.
KILLSTAR	3	RETAIL		killstar.com	https://killstar.com/	IDENTIFIÉ	Domaine officiel de la marque / société.
GROUPE CHANTELLE LINGERIE	3	FASHION		groupechantelle.com	https://groupechantelle.com/	IDENTIFIÉ	Domaine officiel de la marque / société.
Len	3	RETAIL				À VÉRIFIER	Nom trop ambigu ou insuffisamment distinctif pour attribuer un domaine sans risque d’erreur.
Atlantis	3	RETAIL				À VÉRIFIER	Nom trop ambigu ou insuffisamment distinctif pour attribuer un domaine sans risque d’erreur.
NIKE Malaysia	3	RETAIL		nike.com	https://nike.com/	RATTACHÉ	Entité juridique / pays rattachée à Nike.
OCARAT	3	JEWELRY_WATCHES		ocarat.com	https://ocarat.com/	IDENTIFIÉ	Domaine officiel de la marque / société.
Louise Misha	2	RETAIL		louisemisha.com	https://louisemisha.com/	IDENTIFIÉ	Domaine officiel de la marque / société.
Piña	2	RETAIL				À VÉRIFIER	Nom trop ambigu ou insuffisamment distinctif pour attribuer un domaine sans risque d’erreur.
Michael Kors (Hungary) Kft	2	RETAIL		michaelkors.com	https://michaelkors.com/	RATTACHÉ	Entité juridique / pays rattachée à Michael Kors.
STANDARD TEXTILE	2	FASHION		standardtextile.com	https://standardtextile.com/	IDENTIFIÉ	Domaine officiel de la marque / société.
Michael Kors (Poland) sp. z. o.o.	2	RETAIL		michaelkors.com	https://michaelkors.com/	RATTACHÉ	Entité juridique / pays rattachée à Michael Kors.
SIMONE A BORDEAUX	2	RETAIL		simoneabordeaux.com	https://simoneabordeaux.com/	IDENTIFIÉ	Domaine officiel de la marque / société.
Michael Kors (Czech Republic) s.r.o.	2	RETAIL		michaelkors.com	https://michaelkors.com/	RATTACHÉ	Entité juridique / pays rattachée à Michael Kors.
Michael Kors (Canada) Holdings LTD	2	RETAIL		michaelkors.com	https://michaelkors.com/	RATTACHÉ	Entité juridique / pays rattachée à Michael Kors.
Invisible Collection	2	RETAIL		theinvisiblecollection.com	https://theinvisiblecollection.com/	IDENTIFIÉ	Domaine officiel de la marque / société.
INOUI EDITIONS	1	FASHION		inoui-editions.com	https://inoui-editions.com/	IDENTIFIÉ	Domaine officiel de la marque / société.
Dr.Jart+	2	BEAUTY	Estee Lauder	drjart.com	https://drjart.com/	IDENTIFIÉ	Domaine officiel de la marque / société.
Taylor Stitch	2	RETAIL		taylorstitch.com	https://taylorstitch.com/	IDENTIFIÉ	Domaine officiel de la marque / société.
ODAEL	2	FASHION				À VÉRIFIER	Nom trop ambigu ou insuffisamment distinctif pour attribuer un domaine sans risque d’erreur.
GAS BIJOUX	2	JEWELRY_WATCHES		gasbijoux.com	https://gasbijoux.com/	IDENTIFIÉ	Domaine officiel de la marque / société.
Une Robe Un Soir	2	RETAIL		unerobeunsoir.com	https://unerobeunsoir.com/	IDENTIFIÉ	Domaine officiel de la marque / société.
Yade	2	RETAIL		yade-paris.com	https://yade-paris.com/	IDENTIFIÉ	Domaine officiel de la marque / société.
Merz B. Schwanen	2	RETAIL		merzbschwanen.com	https://merzbschwanen.com/	IDENTIFIÉ	Domaine officiel de la marque / société.
NIKE Korea LLC	2	RETAIL		nike.com	https://nike.com/	RATTACHÉ	Entité juridique / pays rattachée à Nike.
VARIOUS ARCHIVES	2	FASHION		variousarchives.com	https://variousarchives.com/	IDENTIFIÉ	Domaine officiel de la marque / société.
EXE WORLDWIDE	2	FASHION				À VÉRIFIER	Nom trop ambigu ou insuffisamment distinctif pour attribuer un domaine sans risque d’erreur.
UNIQLO EUROPE LIMITED POLISH BRANCH	2	FASHION		uniqlo.com	https://uniqlo.com/	RATTACHÉ	Entité juridique / pays rattachée à Uniqlo.
Michael Kors (Lithuania) U	2	RETAIL		michaelkors.com	https://michaelkors.com/	RATTACHÉ	Entité juridique / pays rattachée à Michael Kors.
Converse Korea	2	RETAIL		converse.com	https://converse.com/	RATTACHÉ	Entité juridique / pays rattachée à Converse.
Jimmy Choo (Shanghai) Trading Co.	2	RETAIL		jimmychoo.com	https://jimmychoo.com/	RATTACHÉ	Entité juridique / pays rattachée à Jimmy Choo.
FRANCOISE	2	FASHION				À VÉRIFIER	Nom trop ambigu ou insuffisamment distinctif pour attribuer un domaine sans risque d’erreur.
PROMOD - MAGASIN	2	FASHION		promod.fr	https://promod.fr/	IDENTIFIÉ	Domaine officiel de la marque / société.
TARA JARMON (GROUPE BRAND SISTERS)	1	FASHION		tarajarmon.com	https://tarajarmon.com/	IDENTIFIÉ	Domaine officiel de la marque / société.
FRENCH TEX	2	FASHION				À VÉRIFIER	Nom trop ambigu ou insuffisamment distinctif pour attribuer un domaine sans risque d’erreur.
IRIDESCENCE BIJOUX	2	JEWELRY_WATCHES		iridescence-bijoux.fr	https://iridescence-bijoux.fr/	IDENTIFIÉ	Domaine officiel de la marque / société.
ARLETTIE PARIS	2	FASHION		arlettie.com	https://arlettie.com/	IDENTIFIÉ	Domaine officiel de la marque / société.
POIRAY INTERNATIONAL	1	JEWELRY_WATCHES		poiray.com	https://poiray.com/	IDENTIFIÉ	Domaine officiel de la marque / société.
MANGO  ITALIA S.r.l.	2	FASHION		mango.com	https://mango.com/	RATTACHÉ	Entité juridique / pays rattachée à Mango.
Swarovski Subotica DOO	2	JEWELRY_WATCHES		swarovski.com	https://swarovski.com/	RATTACHÉ	Entité juridique / pays rattachée à Swarovski.
Chico's Outlet	2	RETAIL		chicos.com	https://chicos.com/	IDENTIFIÉ	Domaine officiel de la marque / société.
MERCI	2	FASHION		merci-merci.com	https://merci-merci.com/	IDENTIFIÉ	Domaine officiel de la marque / société.
Knock Knock	2	RETAIL				À VÉRIFIER	Nom trop ambigu ou insuffisamment distinctif pour attribuer un domaine sans risque d’erreur.
NIKE Global Trading	2	RETAIL		nike.com	https://nike.com/	RATTACHÉ	Entité juridique / pays rattachée à Nike.
Condé Nast Taiwan Publications	2	RETAIL		condenast.com	https://condenast.com/	RATTACHÉ	Entité juridique / pays rattachée à Condé Nast.
CHIC AT WORK	2	FASHION				À VÉRIFIER	Nom trop ambigu ou insuffisamment distinctif pour attribuer un domaine sans risque d’erreur.
Swarovski Ireland	2	JEWELRY_WATCHES		swarovski.com	https://swarovski.com/	RATTACHÉ	Entité juridique / pays rattachée à Swarovski.
