maison,ats,config_json,job_count,evidence
NYX Professional Makeup,Avature,"{""vendor"":""avature"",""origin"":""https://careers.loreal.com"",""sitemap"":""https://careers.loreal.com/en_US/jobs/sitemap.xml"",""searchUrl"":""https://careers.loreal.com/en_US/jobs/SearchJobs/?search={TERM}&jobOffset={N}"",""brandMatch"":""job-title slug + keyword search union""}",12,"careers.loreal.com robots.txt ALLOWS /jobs and /content (only *?qtvc= is Disallowed) -> ALLOWED. Avature portal (career.loreal.com/careers 302 -> careers.loreal.com). ENUMERATION: GET https://careers.loreal.com/en_US/jobs/sitemap.xml -> 1816 <loc>, of which 1737 /JobDetail/ URLs with 1737 DISTINCT trailing numeric ids (the LVMH-style per-language duplication does not arise: only the en_US sitemap was used). CORRECTION TO THE BRIEF: Avature pagination is NOT ignored here - ?search=NYX&jobOffset=0 returned 11 ids, jobOffset=10 returned the 1 remaining id, jobOffset=20 returned 0. It paginates correctly. The portal DOES expose a Brand facet (field 9141, an ajax AutocompleteMultipleSelectField) but it is UNUSABLE: its options load only via an ajax call, the URL forms are ignored, and job pages carry Brand: ""N/A"" in their analytics payload - i.e. jobs are largely not brand-tagged. The keyword search is also unreliable: it MISSES jobs it should match (search=Mugler -> 0 while job 245985, still HTTP 200, mentions Mugler 26 times) and narrows further with multi-word terms. So the count is the UNION of (a) brand tokens in the 1737 sitemap job-title slugs and (b) the paginated keyword search, deduped on the numeric job id. Negative control search=zzzznope -> 0 ids. COUNT: sitemap 10 + keyword search 11 -> UNION 12 (neither source alone is complete: 2 ids were search-only, 1 was sitemap-only). All 3 of those edge ids were individually re-fetched HTTP 200 and each genuinely concerns NYX (e.g. 250598 ""Senior Chemist I, NYX and Urban Decay Makeup Formulation"")."
Off-White,NONE,,,"robots.txt https://www.off---white.com/robots.txt HTTP 200 = ALLOWED for careers purposes (Disallow list is only unsupported locale prefixes such as */en-cz/*, */de-be/*; no career/job path is disallowed). Site is a Salesforce Commerce Cloud (Mobify) SPA so raw HTML is empty: https://www.off---white.com/sitemap.xml returns HTTP 404 (SPA shell). Rendered https://www.off---white.com/en-fr/ with headless Chromium (HTTP 200), scrolled to the footer, harvested 456 anchors: ZERO matched career|job|recrut|talent|work|hiring|join. Every external footer link is commerce/legal (zendesk, salesforce, cookie-script, social). Standard paths 404: /careers /career /jobs (and /careers.html 502). ATS slug sweep off-white, offwhite, off-white-llc, offwhitelb on Greenhouse/Lever/Ashby/Recruitee/Workable/Teamtailor/WTTJ: all 404 vs negative control zzzznope also 404. Parent New Guards Group (Farfetch) https://www.newguardsgroup.com/ HTTP 200 is a bare legal-notice page (VAT, Code of Ethics, Whistleblowing) with no careers section, so no PARENT_PORTAL either. Verdict NONE, proven by rendered-footer enumeration plus 404 of standard paths."
Officine Générale,OWN_SITE_STATIC,"{""careersPage"":""https://www.officinegenerale.com/pages/carrieres"",""format"":""hand-maintained Shopify CMS page, mailto application""}",1,"RECLASSIFIED from NONE: the brand DOES publish an offer, just not through a feed. robots.txt https://www.officinegenerale.com/robots.txt HTTP 200 = ALLOWED (Shopify default; /pages/ is not disallowed). Footer of https://www.officinegenerale.com/ (HTTP 200) links href=""/pages/carrieres"". https://www.officinegenerale.com/pages/carrieres HTTP 200 is a plain Shopify CMS page: it hardcodes ONE job in the body text (""Conseiller(e) de vente"", full Description/Missions/Profil) and applications go to a plain mailto contact marion@officinegenerale.com. No ATS host, no redirect, no feed, no job ids - the only outbound links on the page are LinkedIn company profile, Spotify and Shopify monorail. ATS slug sweep officine-generale / officinegenerale on Greenhouse/Lever/Recruitee/Teamtailor/WTTJ: all 404 (negative control zzzznope also 404). job_count=1 counted by reading the single inline offer on the page; this is a hand-maintained HTML page, not a feed, so the count cannot be tracked by id."
Officine Universelle Buly,LVMH_JOBHUB_ALGOLIA,"{""provider"":""lvmh-jobhub"",""algoliaAppId"":""SDMQTD2J9T"",""algoliaApiKey"":""a5c6f4c87dea9aac0732631cd87583b2"",""algoliaUrl"":""https://sdmqtd2j9t-dsn.algolia.net/1/indexes/*/queries"",""indexName"":""PRD-en-us"",""filters"":""category:job AND maison:\""Officine Universelle Buly\""""}",13,"LVMH jobhub Algolia. POST https://sdmqtd2j9t-dsn.algolia.net/1/indexes/PRD-en-us/query (appId SDMQTD2J9T, public search key) filters=""category:job"" facets=[maison] maxValuesPerFacet=300 -> 5222 job docs across 53 maisons; facet value ""Officine Universelle Buly""=13. Negative control filters maison:""Zzzznope"" -> nbHits=0, so the facet is exact not fuzzy. Verified against exact filter query too."
Oh My Cream,Teamtailor,"{""vendor"":""teamtailor"",""host"":""careers.ohmycream.com"",""org_name"":""Oh My Cream"",""jobs_html"":""https://careers.ohmycream.com/jobs"",""feed_rss"":""https://careers.ohmycream.com/jobs.rss"",""sitemap"":""https://careers.ohmycream.com/sitemap.xml"",""job_url_pattern"":""https://careers.ohmycream.com/jobs/{id}"",""note"":""jobs.json is STALE - do not use""}",19,"Footer of https://www.ohmycream.com/ (HTTP 200) links href=""https://careers.ohmycream.com/"" which IS the ATS. robots.txt https://careers.ohmycream.com/robots.txt HTTP 200 = ALLOWED (Disallow only /app/ /messages/ /messenger/ /facebook/tab/ /jobs/internal/; /jobs is permitted). Vendor identified from page assets assets-aws.teamtailor-cdn.com = Teamtailor; org title ""Oh My Cream"" confirmed in the feed. COUNTING METHOD - counted unique numeric ids from three independent sources that agree exactly at 19: (a) /jobs HTML 19 unique /jobs/<id>, (b) /jobs.rss 19 <item>, (c) /sitemap.xml 19 job locs; diff of html-ids vs sitemap-ids is empty. Pagination checked: /jobs?page=2 and ?page=3 return 0 job ids, and page1 != page2, so pagination is honoured and there is no page beyond 1. PROVEN WRONG / TRAP: https://careers.ohmycream.com/jobs.json (a Teamtailor JSON Feed) declares 20 items, but 11 of its ids are absent from the live site and 10 live ids are missing from it - it is a stale cache. The declared 20 is wrong; the true live count is 19. Slug ohmycream.teamtailor.com returns 404 - the org is only reachable on its vanity host."
Origins,Eightfold,"{""origin"":""https://careers.elcompanies.com"",""domain"":""elcompanies.com"",""brandMatch"":""title:Origins""}",0,"VERIFIED ZERO (feed works, no Origins-titled jobs today). GET https://careers.elcompanies.com/api/pcsx/search?domain=elcompanies.com&start=0..1390&num=10 -> data.count=1400; harvested 1400 unique positions. NOTE num=100 is silently capped at 10 rows/page, so 10-row paging was used. 0 titles match /origins/i. Method sanity-checked on the same harvest: MAC=221, Clinique=96, Jo Malone=79, Aveda=46, Bumble=3 (matches earlier batches). Negative control /zzzznope/i -> 0. robots.txt careers.elcompanies.com Disallows / but Allows /api/pcsx (PARTIAL)."
Oris,OWN_SITE_EMBEDDED,"{""vendor"":""none_drupal_cms"",""careers_url"":""https://www.oris.ch/en-FR/career"",""apply_email"":""recruitment@oris.ch"",""render"":""client_side_requires_browser"",""locale_invariant"":true}",2,"robots.txt https://www.oris.ch/robots.txt HTTP 200 = PARTIAL: it ends with a blanket ""Disallow: /"" but explicitly places ""Allow: /en-*"" (and named locales like /de-CH, /fr-FR) ABOVE it, so the path used here, /en-FR/career, is PERMITTED; non-listed locale combinations are the ones disallowed. Careers page found by path probe: /careers 404 but https://www.oris.ch/en-FR/career HTTP 200. Site is Drupal + Nuxt and the job list is client-rendered, so curl HTML shows nothing - captured with headless Chromium. Network capture shows the ONLY XHRs are /api/nuxt/graphql/query/{userLocaleData,watchCollectionData,localeMismatchBannerTexts} - there is NO jobs API and no third-party ATS host, so jobs are Drupal content embedded in the page. COUNTING METHOD - read the rendered JOBS block: exactly 2 entries, ""Sachbearbeiter Rechnungswesen 60% (m/w/d)"" and ""Regional Sales Manager - Travel Retail and the Caribbean (m/f/d)"". Verified locale-invariant by re-rendering /en-US/career and /en-GB/career: both also 2, identical titles. Sitemap (https://www.oris.ch/sitemap.xml pages 1-5) contains one /career page per locale and NO per-job URLs, confirming jobs have no individual ids to track. Applications go to recruitment@oris.ch. This is a working feed with a real, verified count of 2 - not an empty feed."
OROVIVO,BLOCKED_ROBOTS,,,"Found the real ATS: https://www.thomgroup.com/talents/job-offers/ (HTTP 200) links OROVIVO to https://orovivo.easycruit.com/intranet/alle_stellenanzeigen/?iso=de -> vendor is EasyCruit. But robots.txt https://orovivo.easycruit.com/robots.txt is ""User-agent: * / Disallow: /intranet/ / Allow: /"" and the ONLY job-listing path on this tenant is under /intranet/ - DISALLOWED, so it must not be crawled. The permitted paths return nothing usable: GET https://orovivo.easycruit.com/ and /?iso=de and /vacancy/list all return HTTP 202 with a ZERO-BYTE body. job_count left EMPTY: the feed exists and is identified, but no permitted path exposes it. (Sibling tenants on the same group page, for context: histoiredor.easycruit.com and thomgroup.easycruit.com, same /intranet/ pattern.)"
Ottolinger,NONE,,,"robots.txt https://ottolinger.com/robots.txt HTTP 200 = ALLOWED (nuxt-simple-robots, ""User-agent: * Disallow:"" i.e. nothing disallowed). Enumerated the COMPLETE sitemap https://ottolinger.com/sitemap.xml (HTTP 200, 151 URLs): the only match for career|job|work|join|team is a PRODUCT, /shop/products/textured-knit-team-shirt - there is no careers page. Standard paths all 404: /careers /jobs /pages/careers /pages/jobs /contact /pages/contact. /about HTTP 200 was rendered and read: its footer offers only Returns/Shipping/FAQ/Stockists/Agency/Members/Privacy/Terms/Imprint and a single generic mailto hi@ottolinger.com - no recruiting section. ATS slug sweep ottolinger on Greenhouse/Lever/Ashby/Recruitee/Workable/Teamtailor/WTTJ: all 404 (negative control zzzznope identical). Verdict NONE: a small Berlin designer label with genuinely no careers infrastructure."
Palladium,EXTERNAL_JOBBOARD,"{""careers_page"":""https://palladiumboots.com/pages/career-opportunities"",""external_board"":""LinkedIn"",""linkedin_company"":""https://www.linkedin.com/company/ksgb/"",""operator"":""K-Swiss Global Brands (KSGB)"",""note"":""LinkedIn is robots-DISALLOWED so no count is obtainable""}",,"robots.txt https://palladiumboots.com/robots.txt HTTP 200 = ALLOWED (Shopify default, /pages/ permitted). Careers page located by enumerating the Shopify pages sitemap (sitemap_pages_1.xml, 44 pages): https://palladiumboots.com/pages/career-opportunities. Fetched HTTP 200; its ENTIRE main content is one sentence: ""Please refer to the K-Swiss Global Brands' (KSGB) LinkedIn for Palladium US open positions."" pointing to https://www.linkedin.com/company/ksgb/. That makes this EXTERNAL_JOBBOARD, explicitly NOT ats=NONE. job_count left EMPTY because LinkedIn is on the known-DISALLOWED list and must not be probed - the count is therefore unobtainable, not zero. The other external link on the page, palladium-us.hubsoft.com, is a B2B wholesale/dealer portal, not an ATS. Parent Groupe Royer has no usable careers site either: grouperoyer.com HTTP 200 is a Nameshield domain-parking page (its only links are nameshield.com marketing) and royer-group.com / groupe-royer.com do not resolve (curl exit 000, DNS failure - distinct from a 403)."
Paloma Wool,NONE,,,"robots.txt https://palomawool.com/robots.txt HTTP 200 = ALLOWED (Shopify default; /pages/ permitted). Enumerated the COMPLETE Shopify pages sitemap https://palomawool.com/sitemap_pages_1.xml - all 105 page URLs listed and inspected: the only match for career|job|recrut|empleo|trabaj|join|talent|contact is /pages/contact. Everything else is lookbooks, collaborations, seasons (ss24, aw25...), policies and FAQs. There is no careers, jobs, empleo or work-with-us page anywhere in the sitemap. ATS slug sweep paloma-wool / palomawool on Greenhouse/Lever/Recruitee/Teamtailor/WTTJ: all 404 (Lever returned 502 for paloma-wool = gateway error, not a hit; negative control zzzznope 404 everywhere). Verdict NONE: a small Barcelona label with genuinely no careers infrastructure, proven by full sitemap enumeration."
Panerai,RichemontCareers,"{""origin"":""https://careers.richemont.com"",""listingUrl"":""https://careers.richemont.com/en/jobs/?brand=Panerai&page={N}"",""brandParam"":""brand""}",18,"careers.richemont.com robots.txt: ""User-agent: * / Allow: /"" (GPTBot/Bytespider/Amazonbot etc are Disallowed but not the generic agent) -> ALLOWED; the /api/ path returns a Cloudflare ""Just a moment..."" challenge (WAF, not robots), so headless Chromium was used on the normal HTML pages. The listing has a real Maison <select name=""brand""> whose options include Montblanc, Panerai, Peter Millar, Piaget, Purdey. Counted unique /en/jobs/jrNNNNN/ ids across ?brand=<M>&page=1..N. Panerai=18. PAGINATION TRAP: ?from=0/10/20/30 all return page 1 verbatim (same 20 ids) - the real param is page=. Verified Montblanc has exactly 5 pages x20=100 and page=6 returns 0 rows. Negative control ?brand=Zzzznope -> 0 ids."
Paraboot,OWN_SITE_WORDPRESS,"{""vendor"":""none_wordpress_pages"",""careers_index_fr"":""https://www.paraboot.com/toutes-nos-offres-demploi/"",""careers_index_en"":""https://www.paraboot.com/en/all-our-job-offers/"",""recruitment_page"":""https://www.paraboot.com/recrutement/"",""spontaneous"":""https://www.paraboot.com/candidature-spontanee/"",""sitemap"":""https://www.paraboot.com/page-sitemap.xml"",""note"":""offers are plain WP pages, no job custom-post-type""}",5,"robots.txt https://www.paraboot.com/robots.txt HTTP 200 = ALLOWED (WooCommerce paths only; the Yoast block even sets a bare ""Disallow:"" = allow all). Careers found via the site's own sitemap index https://www.paraboot.com/sitemap_index.xml -> page-sitemap.xml (HTTP 200, 112 URLs), which contains /recrutement/, /toutes-nos-offres-demploi/ and /en/all-our-job-offers/. COUNTING METHOD - two independent sources agreeing exactly on the SAME 5 slugs: (a) the live listing page https://www.paraboot.com/toutes-nos-offres-demploi/ HTTP 200, whose offer links intersected against the sitemap give 5, and (b) the page-sitemap itself, which contains exactly those 5 job pages: /chef-de-projets-smu-et-partenariats-h-f-smu-partnerships-project-manager-m-f/, /developpeurse-chaussures-h-f-footwear-product-developer-m-f/, /patronnier-patronniere-chaussure/, /technicien-ordonnancement-lancement-h-f/, /chargee-developpement-rh-h-f/. Confirmed there is no ATS and no job feed: WordPress REST https://www.paraboot.com/wp-json/wp/v2/types HTTP 200 lists post,page,attachment,product,contentcountry,lookbook,store_locator - there is NO job custom post type, so offers are ordinary WP pages published at the site root."
Parade,Magnet,"{""siteKey"":""61ffe84ad14ba0fdbb448d2d388ac4e3"",""origin"":""https://recrutement.groupe-eram.com"",""api"":""https://api.magnet.work/v2/job-offers""}",2,"robots.txt recrutement.groupe-eram.com ""User-agent: * / Allow: /"". Same Magnet login+job-offers flow -> data.total=89, all 89 records inline. Per-record ""company"" breakdown: Gemo magasin 39, Eram magasin 12, Bocage magasin 10, TBS magasin 9, Bocage/Eram siege 4, Mellow Yellow magasin 4, Groupe Eram 3, Gemo siege 3, Parade 2, Dresco 1, Log XL 1, TBS siege 1 = 89. company=""Parade""=2. Cross-check: Bocage=10, matching an earlier batch."
Parfums Caron,EXTERNAL_JOBBOARD,"{""careers_page"":""https://www.parfumscaron.com/pages/faq-nous-rejoindre"",""external_board"":""Welcome to the Jungle"",""wttj_url"":""https://www.welcometothejungle.com/fr/companies/parfums-caron"",""wttj_slug"":""parfums-caron"",""wttj_status"":""organization has LEFT the platform - profile dead"",""apply_email"":""ressourceshumaines@parfumscaron.com""}",0,"DOMAIN CORRECTION: caron-paris.com does NOT resolve - curl exit 000 / HTTP 000 on both caron-paris.com and www.caron-paris.com (DNS failure, explicitly distinct from a 403). The live site is https://www.parfumscaron.com/ (HTTP 200, Shopify). robots.txt https://www.parfumscaron.com/robots.txt HTTP 200 = ALLOWED (Shopify default). Careers page found by enumerating sitemap_pages_1.xml: https://www.parfumscaron.com/pages/faq-nous-rejoindre HTTP 200. Its text directs candidates externally: ""Nous vous invitons a consulter la page suivante : https://www.welcometothejungle.com/fr/companies/parfums-caron"" plus a mailto ressourceshumaines@parfumscaron.com - hence EXTERNAL_JOBBOARD, not NONE. VERIFIED ZERO, and a documented API trap: https://api.welcometothejungle.com/api/v1/organizations/parfums-caron returns HTTP 200 with organization.name=""PARFUMS CARON"", slug parfums-caron, nb_employees 39 (negative control zzzznope = 404, so the endpoint does discriminate) - yet rendering the public profile with headless Chromium shows ""Malheureusement, PARFUMS CARON ne fait plus partie de la jungle"" and ZERO job links. The 200 proves only that the org record still exists, NOT that it is live. The per-org jobs endpoint /organizations/parfums-caron/jobs returns 404. job_count=0 is a VERIFIED ZERO (board reachable, brand no longer on it), not an absent feed. The brand's own site therefore advertises a dead recruiting link."
Parfums Chanel,Workday,"{""vendor"":""workday"",""tenant"":""cc"",""site"":""ChanelCareers"",""host"":""cc.wd3.myworkdayjobs.com"",""jobs_api"":""https://cc.wd3.myworkdayjobs.com/wday/cxs/cc/ChanelCareers/jobs"",""method"":""POST"",""body"":{""appliedFacets"":{},""limit"":20,""offset"":0,""searchText"":""""},""sitemap"":""https://cc.wd3.myworkdayjobs.com/ChanelCareers/siteMap.xml"",""scope"":""GROUP_WIDE_all_Chanel_divisions"",""brand_facet_available"":false}",1087,"GROUP-WIDE COUNT - the Fragrance/Beauty division is NOT separable, stated explicitly. robots.txt https://www.chanel.com/robots.txt HTTP 200 = ALLOWED for careers (no career/job Disallow); careers.chanel.com is WAF/edge-blocked (Akamai ""Access Denied"", HTTP 403 even on /robots.txt) so it was NOT used. Reached the ATS the documented way instead: https://www.chanel.com/us/careers/ HTTP 200 links out to https://cc.wd3.myworkdayjobs.com/en-US/ChanelCareers. robots.txt https://cc.wd3.myworkdayjobs.com/robots.txt HTTP 200 = ALLOWED (""Allow: /ChanelCareers/"", only /refreshFacet/ disallowed). Workday identity proven with the inverted controls: fake tenant zzzznope.wd3 -> 422 (nonexistent tenant) and real tenant + fake site cc/zzzznope -> 404 (real tenant, wrong site) - exactly as specified. COUNTING METHOD - did not trust the declared total: paginated the POST jobs API in 20-row pages to offset 1300 and collected unique externalPath values; 1087 UNIQUE ids collected, which happens to match the declared total 1087. Pagination verified genuine: page1 first id (Neuilly-Sur-Seine Stage Digital Corporate) != page2 first id (Hong Kong Division Assistant), 55 distinct first-ids across 65 pages. SEPARABILITY TESTED AND REFUTED: the API exposes only three facets - jobFamilyGroup (Teams: Sales 516, Marketing 125, ...), workerSubType (Contract Type) and locationMainGroup (Country/City). There is NO division / business-unit / maison facet, so Fragrance & Beauty cannot be isolated. Free-text searchText is real (negative control zzzznope -> 0, and ""Beauty zzzznope"" -> 0, proving AND semantics rather than a fuzzy filter) but it is only substring matching and overlaps divisions: ""Fragrance and Beauty"" -> 126 yet its own results include Fashion-division roles such as ""Fashion Advisor, Fragrance & Beauty, Westfield UTC"", while ""Beauty"" -> 397 and ""Parfums"" -> 309 disagree wildly. Those numbers are therefore NOT brand-level precision and are deliberately not reported as the count. Reported job_count 1087 = the whole Chanel group feed."
Parfums Christian Dior,LVMH_JOBHUB_ALGOLIA,"{""provider"":""lvmh-jobhub"",""algoliaAppId"":""SDMQTD2J9T"",""algoliaApiKey"":""a5c6f4c87dea9aac0732631cd87583b2"",""algoliaUrl"":""https://sdmqtd2j9t-dsn.algolia.net/1/indexes/*/queries"",""indexName"":""PRD-en-us"",""filters"":""category:job AND maison:\""Parfums Christian Dior\""""}",217,"LVMH jobhub Algolia. POST https://sdmqtd2j9t-dsn.algolia.net/1/indexes/PRD-en-us/query (appId SDMQTD2J9T, public search key) filters=""category:job"" facets=[maison] maxValuesPerFacet=300 -> 5222 job docs across 53 maisons; facet value ""Parfums Christian Dior""=217. Negative control filters maison:""Zzzznope"" -> nbHits=0, so the facet is exact not fuzzy. Verified against exact filter query too."
Parfums Givenchy,LVMH_JOBHUB_ALGOLIA,"{""provider"":""lvmh-jobhub"",""algoliaAppId"":""SDMQTD2J9T"",""algoliaApiKey"":""a5c6f4c87dea9aac0732631cd87583b2"",""algoliaUrl"":""https://sdmqtd2j9t-dsn.algolia.net/1/indexes/*/queries"",""indexName"":""PRD-en-us"",""filters"":""category:job AND maison:\""Parfums Givenchy\""""}",7,"LVMH jobhub Algolia. POST https://sdmqtd2j9t-dsn.algolia.net/1/indexes/PRD-en-us/query (appId SDMQTD2J9T, public search key) filters=""category:job"" facets=[maison] maxValuesPerFacet=300 -> 5222 job docs across 53 maisons; facet value ""Parfums Givenchy""=7. Negative control filters maison:""Zzzznope"" -> nbHits=0, so the facet is exact not fuzzy. Verified against exact filter query too."
Parfums Hermès,OracleHCM,"{""vendor"": ""oracle_recruiting_cloud"", ""careers_site"": ""https://talents.hermes.com/"", ""api_host"": ""fa-eoic-saasfaprod1.fa.ocs.oraclecloud.com"", ""endpoint"": ""/hcmRestApi/resources/latest/recruitingCEJobRequisitions"", ""siteNumber"": ""CX_12001"", ""brand_facet"": {""param"": ""selectedOrganizationsFacet"", ""name"": ""PARFUM & BEAUTE"", ""id"": ""300000004322128""}, ""pagination"": {""param"": ""offset"", ""page_size"": 25}, ""group_total"": 643}",32,"robots https://www.hermes.com/robots.txt HTTP 200 = ALLOWED (no rule on careers paths); talents.hermes.com/robots.txt HTTP 302 to Oracle 404, no directives. curl to www.hermes.com/fr/fr/nous-rejoindre/ = 403 (WAF on marketing site) but talents.hermes.com loads: headless Chromium HTTP 200 -> https://talents.hermes.com/fr-FR/sites/CX. Network capture revealed backend fa-eoic-saasfaprod1.fa.ocs.oraclecloud.com with siteNumber=CX_12001 (my initial guess CX_1 was WRONG). Group-wide TotalJobsCount=643. organizationsFacet exposes a brand facet 'PARFUM & BEAUTE' id=300000004322128 TotalCount=32, so the perfume-beauty division IS separable. COUNT METHOD: paginated offset=0/25/50 limit=25 with expand=requisitionList..., collected 32 unique requisitionList[].Id (25+7+0), which equals declared TotalJobsCount=32. Titles confirm division (e.g. 'Business Manager Harrods London - Hermès Parfums & Beaute', 'Marketing Executive - Miami - Hermès Perfume & Beauty'). NEGATIVE CONTROL: selectedOrganizationsFacet=999999999999 returns TotalJobsCount=0, so the facet filter is not fuzzy."
Paris Aéroport,EXTERNAL_JOBBOARD,"{""own_portal"": ""https://www.parisaeroport.fr/groupe/ressources-humaines/nous-rejoindre/offres-d-emploi"", ""own_portal_status"": ""BLOCKED_WAF_Incapsula"", ""fallback_source"": ""welcometothejungle"", ""wttj_slug"": ""groupe-adp"", ""wttj_org_api"": ""https://api.welcometothejungle.com/api/v1/organizations/groupe-adp"", ""jobs_url"": ""https://www.welcometothejungle.com/fr/companies/groupe-adp/jobs"", ""pagination"": {""param"": ""page"", ""page_size"": 30}, ""scope"": ""Groupe ADP group-wide, no Paris Aeroport retail facet""}",49,"robots https://www.parisaeroport.fr/robots.txt HTTP 200 = ALLOWED ('User-agent: * / Disallow:' empty = allow all). www.groupeadp.fr/robots.txt returns an Incapsula JS challenge (not a real robots). Own careers page is WAF_BLOCKED not disallowed: curl HTTP 200 but body is only 1050 bytes reading 'Request unsuccessful. Incapsula incident ID: 985000410710243087-...' with header X-Iinfo and Set-Cookie visid_incap_2992908; headless AND headful persistent-context Chromium both render an empty body and load an hCaptcha iframe (js.hcaptcha.com). Subdomains carrieres./jobs./recrutement./careers.groupeadp.fr and *.talent-soft.com variants all NXDOMAIN (curl exit 000 = DNS failure, NOT 403). Sitemap https://www.parisaeroport.fr/sitemap-group.xml (529 urls) confirms the careers path exists. Counted via the permitted WTTJ route: org api HTTP 200 name='Groupe ADP' slug='groupe-adp' (identity verified). COUNT METHOD: paginated ?page=1..4 in Chromium, collected unique /companies/groupe-adp/jobs/<slug> hrefs: page1 30 new, page2 19 new, page3 0, page4 0 = 49 unique, matching Algolia nbHits=49. NOTE: this is GROUP-WIDE Groupe ADP (airports, engineering, retail); there is NO Paris Aeroport retail brand facet, so no brand-level precision is claimed."
Passage du Desir,Teamtailor,"{""vendor"": ""teamtailor"", ""subdomain"": ""passagedudesir-1730297136"", ""jobs_url"": ""https://passagedudesir-1730297136.teamtailor.com/jobs"", ""sitemap"": ""https://passagedudesir-1730297136.teamtailor.com/sitemap.xml"", ""brand_careers_page"": ""https://www.passagedudesir.com/pages/carriere""}",15,"robots https://www.passagedudesir.fr/robots.txt HTTP 301 -> www.passagedudesir.com/robots.txt HTTP 200 (Shopify) = ALLOWED for /pages/. robots https://passagedudesir-1730297136.teamtailor.com/robots.txt HTTP 200 = ALLOWED for /jobs (only /app/, /messages/, /messenger/, /facebook/tab/, /jobs/internal/ are disallowed; /jobs is permitted). Footer of www.passagedudesir.com links href='/pages/carriere'; that page (HTTP 200) links out to passagedudesir-1730297136.teamtailor.com. COUNT METHOD: fetched the Teamtailor /jobs index HTTP 200 and extracted unique /jobs/<numericid>-<slug> hrefs = 15 distinct ids (6795688, 7257907, 7284357, 7689258, 7711416, 7959990, 7980560, 8006846, 8175922, 8203681, 8251197, 8251207, 8251248, 8251256, 8272047). The brand's own Shopify careers page showed only 7 of these, so the storefront page UNDERCOUNTS; the ATS index is authoritative. CORROBORATION: WTTJ org 'passage-du-desir' Algolia nbHits=15, independently matching. NEGATIVE CONTROL: https://zzzznope-9999999.teamtailor.com/jobs returns HTTP 404 'Teamtailor - 404', so the wildcard-DNS warning did not mask a bogus tenant here."
Passionata,Talentsoft,"{""origin"":""https://groupechantelle-recrute.talent-soft.com"",""listingUrl"":""https://groupechantelle-recrute.talent-soft.com/offre-de-emploi/liste-offres.aspx""}",0,"VERIFIED ZERO (feed works, no Passionata job today). GET https://groupechantelle-recrute.talent-soft.com/offre-de-emploi/liste-offres.aspx -> HTTP 200, group total 32 offers; paged ?page=1..4 and harvested all 32 unique /offre-de-emploi/emploi... links. No brand facet exists (the only select is GeographicalAreaCollection), but every title names its brand: Darjeeling 26, Chantelle 2, Passionata 0, Femilet 0 (remaining 4 are group/HQ roles). ""passionata"" appears 0 times in the entire 32-offer harvest."
Patek Philippe,SuccessFactors,"{""vendor"": ""sap_successfactors_rmk"", ""careers_host"": ""https://careers.patek.com"", ""search_path"": ""/search-jobs"", ""backend"": ""hcm55.sapsf.eu"", ""pagination"": {""param"": ""startrow"", ""page_size"": 25}, ""job_url_pattern"": ""/job/<slug>/<id>/""}",17,"robots https://www.patek.com/robots.txt HTTP 200 = ALLOWED (only /ErrorPages* disallowed for *). robots https://careers.patek.com/robots.txt HTTP 200 = ALLOWED for /search-jobs (disallows only /applybutton/, /talentcommunity/, /mobile/talentcommunity/, /emailsubscribe/, /email/image/, /services/, /preapply/, /error, /unsubscribe/, /reset/). PROBE ORDER: www.patek.com/en/company/careers = 404, but the page links href='/en/careers' -> https://www.patek.com/en/careers HTTP 200 which links href='https://careers.patek.com/'. Vendor identified as SAP SuccessFactors RMK from script srcs https://hcm55.sapsf.eu/verp/vmod_v1/... and /platform/js/j2w/* (j2w = jobs2web). NOTE this host is NOT on the disallowed list (that names performancemanager5/career5.successfactors.eu only) and it serves its own permissive robots. COUNT METHOD: fetched /search-jobs?startrow=0/25/50/75 and extracted unique /job/.../<id>/ numeric ids = 17 unique across all pages. Pages 25/50/75 returned the SAME 17 rows (pagination clamps when there is only one page), so dedupe was essential. The page itself declares 'Resultats 1 - 17 sur 17 Page 1 sur 1', matching the 17 collected ids exactly."
Patou,NONE,,0,"LVMH Maison but ABSENT from the jobhub feed. POST LVMH Algolia PRD-en-us facets=[maison] -> 53 maison values, no ""Patou"" entry; exact filter category:job AND maison:""Patou"" -> nbHits=0 (negative control maison:""Zzzznope"" also 0, and maison:""Moynat"" -> 4, so the filter discriminates correctly). Own site www.patou.com HTTP 200 (Shopify) robots ""User-agent: * / Allow: /"" but has NO careers link in markup; /pages/careers and /pages/nous-rejoindre both HTTP 404; careers.patou.com DNS does not resolve (curl exit 000, not a 403). VERIFIED ZERO on the group feed + no own careers infrastructure."
