nom	site	cause	detail
0&1	https://en.0and1.de/	http-dead	404
allen schwartz	https://www.allenschwartz.com/	tls-error	CERT_HAS_EXPIRED
allthingsfi	https://www.allthingsfi.com.au/	dns-dead	NXDOMAIN @1.1.1.1+8.8.8.8
allkind	https://allkind.co.uk/	tls-error	ERR_SSL_TLSV1_ALERT_INTERNAL_ERROR
allylikes	https://www.allylikes.com/	dns-dead	NXDOMAIN @1.1.1.1+8.8.8.8
05 studio	https://www.the05studio.com/	http-dead	404
1017 alyx 9sm	https://www.alyxstudio.com/	http-dead	404
alpenglow	https://shopalpenglowapparel.com/	http-dead	402
alternative apparel	https://www.alternativeapparel.com/	tls-error	ERR_TLS_CERT_ALTNAME_INVALID
27kids	https://27kids.com.vn/	dns-dead	NXDOMAIN @1.1.1.1+8.8.8.8
altered apparel	https://www.alteredapparelltd.com/	dns-dead	NXDOMAIN @1.1.1.1+8.8.8.8
alpe women shoes	https://www.alpeteam.com/	http-dead	402
alternative	https://www.alternativeapparel.com/	tls-error	ERR_TLS_CERT_ALTNAME_INVALID
alster vandel	https://alstervandel.com/	http-dead	409
amari amari	https://amariamari.co.uk/	http-dead	402
281z	https://281z.store/	dns-dead	no A/AAAA @1.1.1.1
amávia	https://www.amavia.com.br/	dns-dead	NXDOMAIN @1.1.1.1+8.8.8.8
am jewelry	https://angelomoretti.be/	http-dead	404
ammehoela	https://www.ammehoela-kids.nl/	http-dead	404
99podshop	https://99podshop.co/	dns-dead	NXDOMAIN @1.1.1.1+8.8.8.8
amirante antica sartoria napoletana	https://www.anticasartorianapoletana.it/sell-online	http-dead	404
andreādamo	https://andreaadamo.it/	tls-error	ERR_SSL_TLSV1_ALERT_INTERNAL_ERROR
a better mistake	https://shop.abettermistake.com/collections/shop-collection	http-dead	402
amber goes green	http://ambergoesgreen.ca/accessories-collection/	http-dead	404
5lakes&mt	https://5lakesmt.com/	dns-dead	no A/AAAA @1.1.1.1
88 rue du rhone	http://88rdr.com/	dns-dead	NXDOMAIN @1.1.1.1+8.8.8.8
anita bilardi	https://www.anitabilardi.com/en/	http-dead	404
angel's paris	https://www.angels-paris.com/	dns-dead	NXDOMAIN @1.1.1.1+8.8.8.8
a.d.s.r	https://www.adsrfoundation.com/top/	http-dead	404
and less	https://www.shopandless.com/	tls-error	CERT_HAS_EXPIRED
ank	https://www.ankjewellery.art/	http-dead	404
4you	https://www.4you.de/	net-error	ENETUNREACH
a perfect jane	https://aperfectjane.com/	dns-dead	no A/AAAA @1.1.1.1
à la garçonne	https://alagarconne.com.br/en	http-dead	404
aaron esh	https://aaronesh.com/	tls-error	ERR_SSL_TLSV1_ALERT_INTERNAL_ERROR
3i	https://3i-store.com/	net-error	UND_ERR_CONNECT_TIMEOUT
andrea lucy designs	https://andrealucydesigns.com.au/	tls-error	CERT_HAS_EXPIRED
anchors-n-asteroids	https://www.anchors-n-asteroids.com/	http-dead	404
a2z beauty	https://www.michaelgiordanointl.com/home	http-dead	404
a.b.c.l.	https://www.abclgarments.com/	tls-error	CERT_HAS_EXPIRED
anse	https://anselinen.com/	dns-dead	NXDOMAIN @1.1.1.1+8.8.8.8
anaconda	https://www.anacondastores.com/	net-error	redirect count exceeded
annaut	https://annaut.com/	dns-dead	NXDOMAIN @1.1.1.1+8.8.8.8
amendi	https://www.amendi.com/	net-error	UND_ERR_CONNECT_TIMEOUT
apple valley natural soap	https://applevalleynaturalsoap.com/	http-dead	404
armani jeans	https://www.armani.com/ru/armanijeans	http-dead	404
aob products	http://www.aobproducts.ca/	http-dead	404
arivastreetwear	https://arivastreetwear.com/	tls-error	ERR_SSL_SSL/TLS_ALERT_HANDSHAKE_FAILURE
accessoire diffusion	https://www.accessoire-diffusion.com/	tls-error	ERR_SSL_TLSV1_ALERT_INTERNAL_ERROR
anecdote	https://www.anecdote.nl/	dns-dead	NXDOMAIN @1.1.1.1+8.8.8.8
adelaide c. ecoage	https://store.adelaidecarta.com/	dns-dead	NXDOMAIN @1.1.1.1+8.8.8.8
arpenteur	https://www.arpenteur.fr/en/	http-dead	404
absolutely bear	https://www.absolutelybear.com/	tls-error	CERT_HAS_EXPIRED
arcopedico	https://arcopedico.com/en/spring-2021/	http-dead	404
articles of society	https://articlesofsociety.com/	http-dead	404
adhoc	https://www.adhocformovingpeople.com/	tls-error	CERT_HAS_EXPIRED
arnsdorf	https://arnsdorf.com.au/	http-dead	404
arthur knight	https://arthurknight.com/	net-error	redirect count exceeded
at.p.co	https://www.atpco.it/	tls-error	ERR_SSL_SSL/TLS_ALERT_HANDSHAKE_FAILURE
adriana degreas	https://shop.adrianadegreas.com/	http-dead	404
aure	https://www.aurestudio.com/	tls-error	ERR_SSL_TLSV1_ALERT_INTERNAL_ERROR
artelusa	https://artelusa.pt/	tls-error	CERT_HAS_EXPIRED
adya designs	https://adyadesigns.in/	tls-error	CERT_HAS_EXPIRED
az factory	https://www.azfactory.com/	http-dead	404
awdis ecologie	https://ecologiebyawdis.com/	tls-error	ERR_TLS_CERT_ALTNAME_INVALID
armata di mare	https://www.armatadimare.com/	tls-error	CERT_HAS_EXPIRED
aizea	https://www.aizea-paris.com/	tls-error	ERR_SSL_SSL/TLS_ALERT_HANDSHAKE_FAILURE
akuna swimwear	https://www.akunaswimwear.com.au/	dns-dead	NXDOMAIN @1.1.1.1+8.8.8.8
b.l.a.h.	https://www.nomoreblah.com/shop/	tls-error	ERR_TLS_CERT_ALTNAME_INVALID
autumn adeigbo	https://autumnadeigbo.com/	http-dead	402
azulu	https://azulu.com/en/home/	http-dead	404
aday	https://www.thisisaday.com/	http-dead	423
avon products inc.	https://my.avon.ru/	net-error	UND_ERR_CONNECT_TIMEOUT
bali lash	http://www.balilash.com/	http-dead	404
armani exchange	https://www.armaniexchange.com/	tls-error	CERT_HAS_EXPIRED
ayeya	https://ayeya.com/	tls-error	CERT_HAS_EXPIRED
bardot	https://www.bardot.com/	net-error	redirect count exceeded
b. belt	https://www.b-belt.fashion/	tls-error	ERR_SSL_TLSV1_ALERT_INTERNAL_ERROR
baggins	https://bagginsbags.com/	dns-dead	NXDOMAIN @1.1.1.1+8.8.8.8
basile	https://www.basileitalia.com/fashion/il-marchio-basile/	http-dead	404
bampidano	https://www.bampidano.com/	tls-error	ERR_TLS_CERT_ALTNAME_INVALID
aviation88	https://www.aviation88.co.uk/	http-dead	404
be pure dutch	https://bepure-dutch.com/	http-dead	404
bertoni	https://www.bertoni.com/	tls-error	ERR_TLS_CERT_ALTNAME_INVALID
ara ag	https://www.about.ara-shoes.de/	net-error	UND_ERR_CONNECT_TIMEOUT
basic rights	https://www.basicrights.com/	http-dead	404
bayankala	http://www.bayankala.com/	net-error	UND_ERR_SOCKET
b-well	https://www.karl-rieker-online-shop.de/	tls-error	CERT_HAS_EXPIRED
alexandre vauthier	https://www.alexandrevauthier.com/en/	http-dead	402
bellfield	https://www.bellfieldclothing.com/	http-dead	423
aki choklat studio	http://www.akichoklat.com/	http-dead	404
bannedla	https://ruinmylife.la/	http-dead	402
bhima jewellers	https://www.bhima.in/	dns-dead	no A/AAAA @1.1.1.1
bbp	http://bbpbx.shop-pro.jp/	http-dead	404
atuko	https://www.atukostudio.com/	net-error	UND_ERR_CONNECT_TIMEOUT
aurlex tees	https://www.aurlextees.com/	http-dead	423
bohemian mama	https://www.bohemianmama.com/?_vsrefdom=adwords%3Futm_source%3DGoodOnYou+App	http-dead	404
bazargan global llp	https://www.bazarganglobal.com/	dns-dead	NXDOMAIN @1.1.1.1+8.8.8.8
absorba	https://www.absorba.com/	net-error	UND_ERR_CONNECT_TIMEOUT
beatrice .b	https://www.beatriceb.it/	net-error	ECONNRESET
blenzo	https://www.blenzoshoes.com/	tls-error	ERR_TLS_CERT_ALTNAME_INVALID
bite	https://bitestudios.com/	http-dead	402
blood brother	https://www.blood-brother.com/	server-error	500
blake seven	https://www.blake-seven.com/	tls-error	ERR_TLS_CERT_ALTNAME_INVALID
back beat co.	https://backbeat.co/	tls-error	CERT_HAS_EXPIRED
alegria b.	https://alegriab.com/	net-error	UND_ERR_CONNECT_TIMEOUT
alex m. lynch	https://www.alexmlynch.com/	tls-error	ERR_SSL_SSL/TLS_ALERT_HANDSHAKE_FAILURE
big bazaar - ffb	https://shop.bigbazaar.com/	net-error	ECONNRESET
blfd	https://blfdclothing.com/	http-dead	404
aleem yusuf	https://aleemyusuf.com/	tls-error	ERR_SSL_WRONG_VERSION_NUMBER
body soup for the soul	http://www.bodysoupforthesoul.com/	http-dead	404
biosilk	https://biosilk.com/	tls-error	CERT_HAS_EXPIRED
bonobo	https://bonobos.com/	http-dead	404
belle	https://www.belleintl.com/	dns-dead	no A/AAAA @1.1.1.1
bob's stores	https://www.bobstores.com/v	http-dead	404
bobux	https://www.bobux.eu/	net-error	UND_ERR_CONNECT_TIMEOUT
bolso	https://www.bolsobags.com/	dns-dead	NXDOMAIN @1.1.1.1+8.8.8.8
berkelmans	https://www.berkelmans.nl/	net-error	UNABLE_TO_VERIFY_LEAF_SIGNATURE
billionaire	https://www.billionaire.com/uk/home	net-error	redirect count exceeded
alfonsi	https://www.alfonsimilano.com/	tls-error	ERR_TLS_CERT_ALTNAME_INVALID
bf moda fashion	https://bfmodafashion.com/	tls-error	ERR_SSL_WRONG_VERSION_NUMBER
brand black	https://brandblack.com/	http-dead	402
black fashion	https://www.blackfashionbrand.com/nl/	http-dead	404
bora bora	https://www.bora-bora.es/	dns-dead	NXDOMAIN @1.1.1.1+8.8.8.8
bizz x siss	https://bizzxsiss.com/	dns-dead	NXDOMAIN @1.1.1.1+8.8.8.8
by walid	https://www.bywalid.co.uk/	dns-dead	NXDOMAIN @1.1.1.1+8.8.8.8
bonobos	https://bonobos.com/	http-dead	404
bluejeans and sunbeams	https://bluejeansandsunbeams.com/	dns-dead	NXDOMAIN @1.1.1.1+8.8.8.8
cachicci	https://www.cachicci.com/	dns-dead	NXDOMAIN @1.1.1.1+8.8.8.8
carlijnq	https://carlijnq.nl/	http-dead	404
british passport	https://britishpassport.it/en	http-dead	404
brandtex	https://www.brandtex.dk/	tls-error	CERT_HAS_EXPIRED
camel	https://www.camel.com.cn/	dns-dead	no A/AAAA @1.1.1.1
boragio	https://www.boragio.nl/	http-dead	402
birgitte herskind	https://birgitteherskind.shop/	net-error	UND_ERR_CONNECT_TIMEOUT
byniumaal	https://byniumaalshop.com/en/	tls-error	CERT_HAS_EXPIRED
bretter und stoff	https://www.bretterundstoff.com/	http-dead	404
bronx	https://bronxshoes.com/en/	http-dead	404
champagne in the morning	https://champagneinthemorning.com/	dns-dead	NXDOMAIN @1.1.1.1+8.8.8.8
brighty&co	https://brightyandco.com/en/	http-dead	404
bretelle&braces	https://www.bretelleitaliane.com/	tls-error	ERR_TLS_CERT_ALTNAME_INVALID
boni-moriya	http://boni-moriya.com/	dns-dead	NXDOMAIN @1.1.1.1+8.8.8.8
chevalier d’éon	https://www.chevalierdeonheritage.com/	net-error	ECONNRESET
better world fashion	https://betterworldfashion.com/	http-dead	402
beth & jeni	https://www.bethyjeni.com/	tls-error	ERR_TLS_CERT_ALTNAME_INVALID
cabbeen	https://www.ir.cabbeen.com/	tls-error	ERR_TLS_CERT_ALTNAME_INVALID
céméle paris	https://www.cemele.fr/	dns-dead	NXDOMAIN @1.1.1.1+8.8.8.8
burrows & co	https://burrowsandco.com.au/	tls-error	ERR_TLS_CERT_ALTNAME_INVALID
cannasmack	https://cannasmack.com/	net-error	ECONNREFUSED
born rich	https://www.bornrichclothing.com/	http-dead	423
classics77	https://www.classics77.com/	tls-error	ERR_SSL_SSL/TLS_ALERT_HANDSHAKE_FAILURE
brighthouse	https://www.brighthouse.co.uk/	net-error	ECONNRESET
bondi leather	https://www.bondileather.com.au/	dns-dead	NXDOMAIN @1.1.1.1+8.8.8.8
care by me	https://carebymeusa.com/	http-dead	404
capsule	https://capsulestudio.net/	http-dead	404
calvin klein collection	http://explore.calvinklein.com/en_US/explore	dns-dead	NXDOMAIN @1.1.1.1+8.8.8.8
breva soap co.	https://brevasoap.com/	http-dead	404
chasers	https://www.chsrs.nl/	tls-error	ERR_TLS_CERT_ALTNAME_INVALID
ccdk copenhagen	https://ccdk.dk/	tls-error	ERR_TLS_CERT_ALTNAME_INVALID
centro comercial plaza valera	http://vamosalplaza.com/	dns-dead	NXDOMAIN @1.1.1.1+8.8.8.8
bellapierre cosmetics	http://www.bellapierre.com/	net-error	redirect count exceeded
christopher kane	https://www.christopherkane.com/	dns-dead	no A/AAAA @1.1.1.1
citychamp watch & jewellery	http://www.citychampwatchjewellery.com/	dns-dead	no A/AAAA @1.1.1.1
chick lane	https://chick-lane.com/	dns-dead	NXDOMAIN @1.1.1.1+8.8.8.8
chiccheria brand	http://chiccheriabrand.com/	http-dead	404
clumpy's	https://www.clumpys.com/	net-error	UND_ERR_CONNECT_TIMEOUT
carolina torres	https://bycarolinatorres.com/	dns-dead	NXDOMAIN @1.1.1.1+8.8.8.8
caalloverprint	https://www.caalloverprint.com/	dns-dead	NXDOMAIN @1.1.1.1+8.8.8.8
chantal thomass	https://chantelle.com/fr/univers-chantal-thomass	http-dead	404
colette schilde	https://coletteschilde.be/	tls-error	CERT_HAS_EXPIRED
cinnao	https://www.cinnao.com/	tls-error	UNABLE_TO_GET_ISSUER_CERT_LOCALLY
bromen	https://bromenfashion.com/	http-dead	402
companion denim	https://www.companiondenim.com/	net-error	UNABLE_TO_VERIFY_LEAF_SIGNATURE
chiara ferragni	https://www.chiaraferragnicollection.com/	http-dead	404
citrus on main	http://citrusonmain.com/	dns-dead	NXDOMAIN @1.1.1.1+8.8.8.8
clayton	https://www.claytonitalia.com/eu/	http-dead	404
classic sheepskins	https://classicsheepskins.co.uk/	dns-dead	NXDOMAIN @1.1.1.1+8.8.8.8
cloverpost	https://www.cloverpost.com/	tls-error	ERR_SSL_TLSV1_ALERT_INTERNAL_ERROR
carolina cosmetics	http://www.carolinacosmetics.com/	http-dead	404
cavu beauty	http://cavubeauty.com/	dns-dead	NXDOMAIN @1.1.1.1+8.8.8.8
circle sportswear	https://en.circlesportswear.com/	tls-error	ERR_SSL_SSL/TLS_ALERT_HANDSHAKE_FAILURE
cofur denmark	https://www.cofur.dk/	net-error	UND_ERR_CONNECT_TIMEOUT
challo	http://challobeauty.com/	tls-error	CERT_HAS_EXPIRED
billion	https://billiongroup.com.my/	dns-dead	no A/AAAA @1.1.1.1
cocodot affection	https://www.cocodotaffection.com/	http-dead	404
café du cycliste	https://www.cafeducycliste.com/en_us/	http-dead	404
chika kisada	http://www.chikakisada.com/	dns-dead	no A/AAAA @1.1.1.1
dakota501	https://dakota501.com/	http-dead	404
crossfixe	http://skinourishment.com/	tls-error	CERT_HAS_EXPIRED
clemedy	https://www.clemedy.com/	dns-dead	NXDOMAIN @1.1.1.1+8.8.8.8
chic le frique	https://chiclefrique.us/	tls-error	CERT_HAS_EXPIRED
cappellificio fiorentino	http://www.cappellificiofiorentino.it/?lang=en%3Futm_source%3DGoodOnYou+App	dns-dead	NXDOMAIN @1.1.1.1+8.8.8.8
catherines	https://www.catherines.com/	http-dead	433
cp shades	https://cpshades.com/	http-dead	404
celyfos	https://www.celyfos.com/	tls-error	UNABLE_TO_GET_ISSUER_CERT_LOCALLY
chi chi	https://www.chichiwholesale.com/	http-dead	402
cultural roots	https://www.culturalroots.co.uk/	dns-dead	NXDOMAIN @1.1.1.1+8.8.8.8
chloé stora	https://www.chloestora.com/	http-dead	402
cultureopolis	https://cultureopolis.com/	http-dead	404
club knit	https://www.club-knit.com/	dns-dead	NXDOMAIN @1.1.1.1+8.8.8.8
celtic & co	https://www.celticandco.com/au	net-error	redirect count exceeded
change lingerie	https://www.change.com/	net-error	redirect count exceeded
camouflage	https://camouflage-couture.com/	http-dead	402
dachstein	https://luhta.com/fi/en/c/dachstein	http-dead	404
café coton	https://www.cafecoton.fr/	net-error	ECONNREFUSED
claire's	https://www.claires.com/us/	http-dead	404
chut! intimates	https://www.chut-intimates.com/	tls-error	CERT_HAS_EXPIRED
dawei	https://www.daweistudio.com/	tls-error	CERT_HAS_EXPIRED
cashmere junkies	https://cashmerejunkies.com/	http-dead	404
castart	https://www.castartclothing.com/	tls-error	CERT_HAS_EXPIRED
dechase	https://www.dechase.world/	http-dead	402
bosa bodrum sandals	https://www.bodrumsandals.com/	http-dead	402
boxfresh	https://www.boxfresh.com/	net-error	UND_ERR_CONNECT_TIMEOUT
darily	https://darily-underwear.pl/	dns-dead	no A/AAAA @1.1.1.1
des sen	https://des-sen.com/	http-dead	404
carando	https://www.carando.es/	dns-dead	NXDOMAIN @1.1.1.1+8.8.8.8
dress in love	https://www.dressinlove.shop/	dns-dead	NXDOMAIN @1.1.1.1+8.8.8.8
chaussexpo	https://www.chaussexpo.fr/	tls-error	ERR_SSL_TLSV1_UNRECOGNIZED_NAME
da beauty with jacalyn rae	https://donnysangel.com/pages/da-beauty-with-jacalyn-rae	http-dead	404
danskin	https://www.danskin.com/	tls-error	ERR_TLS_CERT_ALTNAME_INVALID
colours & beauty	https://coloursandbeauty.it/	tls-error	ERR_SSL_WRONG_VERSION_NUMBER
d'sign apparel	https://www.dsignapparel.com/	dns-dead	NXDOMAIN @1.1.1.1+8.8.8.8
ciaopanic	https://www.palcloset.jp/ciaopanic/	http-dead	405
earth creations	https://www.earthcreations.net/	dns-dead	no A/AAAA @1.1.1.1
deeasjer	https://deeasjer.com/	dns-dead	NXDOMAIN @1.1.1.1+8.8.8.8
clearspf	http://www.clearspf.com/	http-dead	404
cuup	https://shopcuup.com/	http-dead	433
comme ca	https://www.fivefoxes.co.jp/brand/comme-ca-men.html	http-dead	404
ca'shott	https://www.cashott.com/	tls-error	CERT_HAS_EXPIRED
destination maternity	https://www.destinationmaternity.com/	http-dead	404
clements ribeiro	https://www.clementsribeiro.com/	http-dead	402
delpozo	https://www.delpozo.com/en/	http-dead	402
d’etoiles casiopé	https://www.detoilescasiope.com/	tls-error	CERT_HAS_EXPIRED
buildabagg	https://buildabagg.com/	http-dead	402
damat	https://damat.ps/	dns-dead	NXDOMAIN @1.1.1.1+8.8.8.8
cloe cassandro	https://www.cloecassandro.com/	http-dead	404
elais oils	http://www.elaisoils.com/	dns-dead	NXDOMAIN @1.1.1.1+8.8.8.8
earth kiss	http://www.loveearthkiss.com/	tls-error	CERT_HAS_EXPIRED
coco verdure	http://cocoverdure.com/	http-dead	402
calton brown	https://www.caltonbrown.store/	http-dead	402
d/luca los angeles	https://www.d-luca.com/	dns-dead	NXDOMAIN @1.1.1.1+8.8.8.8
deux visions	https://deux-visions.com/	tls-error	ERR_SSL_TLSV1_ALERT_INTERNAL_ERROR
corsia	https://www.corsiaitalia.com/	net-error	ECONNRESET
canopy verde	https://www.canopyverde.com/	tls-error	ERR_SSL_SSL/TLS_ALERT_HANDSHAKE_FAILURE
dref_by_d	https://drefbyd.com.au/	http-dead	404
bogner	https://en.bogner.com/	net-error	UND_ERR_CONNECT_TIMEOUT
each other	https://www.each-other.com/en/	http-dead	404
developer boutique	https://developerboutique.com/	dns-dead	NXDOMAIN @1.1.1.1+8.8.8.8
cue jewelry	https://cuejewelry.com/	dns-dead	NXDOMAIN @1.1.1.1+8.8.8.8
dreaming in luna	https://dreaminginluna.com/	dns-dead	NXDOMAIN @1.1.1.1+8.8.8.8
bossini.x	https://www.bossinix.cn/	dns-dead	NXDOMAIN @1.1.1.1+8.8.8.8
dare to roam	https://daretoroam.com/	http-dead	404
dbe jewels	https://www.dbejewels.com/	http-dead	402
famecoco	http://www.famecoco.com/	net-error	UND_ERR_CONNECT_TIMEOUT
esprit	https://www.esprit.de/	dns-dead	NXDOMAIN @1.1.1.1+8.8.8.8
claudia dean world	https://claudiadeanworld.com/	dns-dead	no A/AAAA @1.1.1.1
deinde	http://deinde.com/	http-dead	409
dollcake skincare	http://www.dollcakeskincare.com/	http-dead	402
dick's house of sport	https://www.dickssportinggoods.com/s/houseofsport	http-dead	451
eiger	https://eigeradventure.com/	net-error	UND_ERR_HEADERS_OVERFLOW
fashion for two	https://www.fashionfortwo.shop/el/	dns-dead	NXDOMAIN @1.1.1.1+8.8.8.8
dodo's	https://www.dodos.co.za/	dns-dead	no A/AAAA @1.1.1.1
esthetic health	https://www.esthetichealth.be/	dns-dead	NXDOMAIN @1.1.1.1+8.8.8.8
coachtopia	https://japan.coach.com/shop/coachtopia	net-error	redirect count exceeded
dorvene	https://dorvene.com/	dns-dead	no A/AAAA @1.1.1.1
elena rosenberg	http://www.elenarosenberg.com/	tls-error	ERR_TLS_CERT_ALTNAME_INVALID
colin's jeans	https://www.colins.ru/	net-error	UND_ERR_CONNECT_TIMEOUT
derrick	https://derrick.london/	dns-dead	NXDOMAIN @1.1.1.1+8.8.8.8
ellegemz	https://ellegemz.com/	tls-error	ERR_SSL_SSL/TLS_ALERT_HANDSHAKE_FAILURE
corem	https://thecorem.com/	tls-error	ERR_TLS_CERT_ALTNAME_INVALID
emoi	https://emoi.fashion/	tls-error	UNABLE_TO_GET_ISSUER_CERT_LOCALLY
f_wd	https://www.fwd-react.com/	tls-error	ERR_TLS_CERT_ALTNAME_INVALID
dreimaster	https://www.drei-master.de/	tls-error	CERT_HAS_EXPIRED
dion lee	https://global.dionlee.com/	dns-dead	no A/AAAA @1.1.1.1
fassbender	https://myfassbender.com/	tls-error	CERT_HAS_EXPIRED
domiamia	https://domiamia.com/	http-dead	402
ética	https://eticadenim.com/	http-dead	423
cotton candy	https://www.cottoncandy-fashion.de/	http-dead	402
charol	https://charol.jp/shop/default.aspx	dns-dead	NXDOMAIN @1.1.1.1+8.8.8.8
gant	https://tr.gant.com/	dns-dead	NXDOMAIN @1.1.1.1+8.8.8.8
eastermia	https://www.eastermia.com/	http-dead	404
fairma ethical design	https://fairma.pl/en/	http-dead	404
critter mountain wear	https://crittermountaingear.com/	tls-error	ERR_TLS_CERT_ALTNAME_INVALID
elements of freedom	https://www.elementsoffreedom.nl/	http-dead	402
e. tautz	https://etautz.com/	tls-error	CERT_HAS_EXPIRED
forvert	https://www.forvert.com/	tls-error	CERT_HAS_EXPIRED
eurthlin	https://eurthlin.com/	dns-dead	NXDOMAIN @1.1.1.1+8.8.8.8
einrlloris	http://einrlloris.com/	dns-dead	NXDOMAIN @1.1.1.1+8.8.8.8
essentiel elements treatment	https://www.gilchristsoames.com/collections/essentiel-elements.html	http-dead	404
derier	https://www.derier.com.cn/	net-error	UND_ERR_CONNECT_TIMEOUT
emilio pucci	https://www.emiliopucci.com/en-us/	dns-dead	no A/AAAA @1.1.1.1
d'urban	https://www.d-urban.com/	net-error	UND_ERR_SOCKET
cynxla	https://www.cynxla.com/	dns-dead	NXDOMAIN @1.1.1.1+8.8.8.8
deckers x lab	https://deckersxlab.com/	net-error	ECONNREFUSED
freitag	https://www.freitag.ch/	net-error	redirect count exceeded
fazbulous	https://www.fazbulous.com/	tls-error	ERR_TLS_CERT_ALTNAME_INVALID
gloria!gloria!	https://www.gloria-gloria.com/	http-dead	404
darby mack	https://www.darbymack.com/	dns-dead	NXDOMAIN @1.1.1.1+8.8.8.8
daikokuya	http://www.mmjp.or.jp/daikokuya/	http-dead	404
dimattia & shockly	https://www.dimattia.eu/	tls-error	ERR_SSL_WRONG_VERSION_NUMBER
fifthcraftystreet	https://www.fifthcraftystreet.com/	tls-error	UNABLE_TO_GET_ISSUER_CERT_LOCALLY
dansk copenhagen	https://www.danskcopenhagen.dk/	dns-dead	no A/AAAA @1.1.1.1
fabrizio viti	https://fabrizioviti.com/	tls-error	CERT_HAS_EXPIRED
fabio rusconi	https://www.fabiorusconi.it/	tls-error	CERT_HAS_EXPIRED
early majority	https://www.earlymajority.com/	http-dead	404
george	https://direct.asda.com/george	http-dead	425
escora	https://www.escora-dessous.de/	net-error	UND_ERR_CONNECT_TIMEOUT
gilda tonelli	https://gildatonelli.it/	dns-dead	no A/AAAA @1.1.1.1
ethletic	http://ethletic.com/en/about/ethletic/	http-dead	404
feben	https://feben.co/shop	dns-dead	no A/AAAA @1.1.1.1
fanatics	https://www.fashion-fanatics.com/	tls-error	CERT_HAS_EXPIRED
eloquii	https://www.eloquii.com/	http-dead	433
do.no.ma	https://donomaworld.com/	dns-dead	NXDOMAIN @1.1.1.1+8.8.8.8
fazarts	https://shop.fazarts.com/	dns-dead	NXDOMAIN @1.1.1.1+8.8.8.8
emma jonnz beauty	https://www.emmajonnzbeauty.com/	dns-dead	NXDOMAIN @1.1.1.1+8.8.8.8
fifth house	https://www.fifthhouse.nl/en/	http-dead	404
east 42nd	https://www.east42nd.com/	tls-error	ERR_SSL_SSL/TLS_ALERT_HANDSHAKE_FAILURE
erin snow	https://erinsnow.com/	http-dead	404
galleria department store	http://www.hanwhagalleria.co.kr/	dns-dead	no A/AAAA @1.1.1.1
florsheim	https://www.florsheim.eu/	net-error	ECONNREFUSED
fly flot	https://www.flyflot.com/	tls-error	CERT_HAS_EXPIRED
freenote cloth	https://www.freenotecloth.com/	tls-error	ERR_SSL_SSL/TLS_ALERT_HANDSHAKE_FAILURE
four wild arrows co.	https://fourwildarrowsco.com/	dns-dead	NXDOMAIN @1.1.1.1+8.8.8.8
extraaf	https://www.extraaf.com/	tls-error	ERR_TLS_CERT_ALTNAME_INVALID
être cécile	https://etrececile.com/	http-dead	423
fownes brothers	http://www.fownesbrothers.com/	http-dead	404
foolhardy	http://foolhardy.shop-pro.jp/	http-dead	404
gcds	https://gcds.it/	net-error	ECONNREFUSED
foster craft corner	https://www.fostercraftcorner.com/	dns-dead	NXDOMAIN @1.1.1.1+8.8.8.8
himalaya clothing	https://www.himalayaclothing.com/	tls-error	ERR_SSL_TLSV1_ALERT_INTERNAL_ERROR
eroke	https://www.eroke.it/	tls-error	ERR_SSL_SSL/TLS_ALERT_HANDSHAKE_FAILURE
feetje	https://www.feetje-baby.nl/	tls-error	ERR_TLS_CERT_ALTNAME_INVALID
evarae	https://evarae.com/	http-dead	402
giomila	https://giomila.com/en/	net-error	UND_ERR_SOCKET
gandys	https://www.gandyslondon.com/	net-error	UND_ERR_CONNECT_TIMEOUT
greenpoint	http://www.greenpointfashion.com/	http-dead	404
hund hund	https://www.hundhund.com/	http-dead	402
gazel	https://www.gazel.it/	tls-error	ERR_SSL_SSL/TLS_ALERT_HANDSHAKE_FAILURE
i.am+	https://www.iam-clothing.com/	http-dead	402
eifini	https://www.eifini.com/	net-error	ECONNREFUSED
erich fend	http://www.fendfashion.com/	dns-dead	no A/AAAA @1.1.1.1
gertrude+gaston	https://www.gertrude-gaston.com/	net-error	ENETUNREACH
flx activewear	https://www.flxactivewear.com/	dns-dead	NXDOMAIN @1.1.1.1+8.8.8.8
gerald online	http://www.geraldonline.com/	dns-dead	NXDOMAIN @1.1.1.1+8.8.8.8
imps&elfs	https://www.noppies.com/en-uk/imps-elfs/	http-dead	404
dick's sporting goods	https://www.dickssportinggoods.com/	http-dead	451
ginger & smart	https://www.gingerandsmart.com/	dns-dead	no A/AAAA @1.1.1.1
herbaceous hair and skin	http://herbaceoushairandskin.com/	dns-dead	NXDOMAIN @1.1.1.1+8.8.8.8
hiamond	https://www.hiamond.com/	dns-dead	NXDOMAIN @1.1.1.1+8.8.8.8
grounded people	https://groundedpeople.com/	http-dead	404
gieschen jewelers	https://www.gieschenjewelers.com/	dns-dead	NXDOMAIN @1.1.1.1+8.8.8.8
estéya intimate	https://esteyaintimate.com/	dns-dead	NXDOMAIN @1.1.1.1+8.8.8.8
figue	https://figue.com/	http-dead	404
etude house	https://www.etudehouse.com/	server-error	502
glacé spa clay	http://www.glacespaclay.com/	net-error	UND_ERR_CONNECT_TIMEOUT
fiyta	http://www.fiytagroup.com/	dns-dead	no A/AAAA @1.1.1.1
douglas	http://www.douglas.eu/	net-error	ECONNRESET
